board_representation,random_agent_final_score_20_gen,random_agent_final_score_50_gen,maximizing_neighbors_agent_final_score_20_gen,maximizing_neighbors_agent_final_score_50_gen,minimizing_neighbors_agent_final_score_20_gen,minimizing_neighbors_agent_final_score_50_gen,idealizing_neighbors_agent_final_score_20_gen,idealizing_neighbors_agent_final_score_50_gen,without_agent_final_score_20_gen,without_agent_final_score_50_gen,is_infinite_without_interference
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (1, 2), (0, 4), (2, 1), (0, 0), (3, 1), (3, 0), (2, 3), (3, 3), (2, 2), (1, 0), (4, 1)} |",5,5,0,0,0,0,17,17,16,16,True
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (0, 4), (2, 1), (1, 1), (4, 2), (2, 3), (2, 2), (1, 0), (1, 3)} |",0,0,8,8,0,0,13,13,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 3), (1, 2), (0, 4), (3, 4), (4, 0), (4, 3), (3, 1), (1, 1), (0, 3), (2, 0), (4, 2), (3, 0), (1, 4), (2, 3), (3, 2), (4, 1)} |",0,0,15,4,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(3, 4), (4, 2), (1, 4), (0, 2), (1, 0), (3, 2)} |",0,0,8,8,0,0,12,8,3,3,True
"| width: 5, height: 5, live_cells: {(4, 4), (3, 2), (1, 2), (4, 2)} |",0,0,9,6,0,0,12,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (1, 2), (4, 0), (2, 1), (0, 4), (4, 1), (3, 1), (1, 1), (2, 0), (1, 4), (3, 0), (3, 3), (2, 2), (1, 0), (3, 2), (1, 3)} |",0,0,0,0,0,0,13,13,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (1, 2), (3, 4), (3, 1), (1, 4), (0, 2), (2, 2), (3, 2), (1, 3)} |",5,0,7,7,0,0,17,17,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (4, 0), (0, 4), (3, 4), (2, 1), (4, 3), (0, 0), (3, 0), (2, 3), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2)} |",7,0,7,7,0,0,14,14,4,4,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (0, 0), (1, 1), (1, 4), (2, 3)} |",0,0,0,0,0,0,12,14,0,0,False
"| width: 5, height: 5, live_cells: {(1, 2), (0, 4), (4, 2), (1, 0), (1, 3)} |",4,0,6,8,0,0,16,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (2, 3)} |",10,0,0,0,0,0,15,11,0,0,False
"| width: 5, height: 5, live_cells: {(2, 3), (0, 3), (4, 1), (2, 2)} |",0,8,6,6,0,0,13,11,0,0,False
"| width: 5, height: 5, live_cells: {(0, 4), (3, 4), (4, 3), (0, 3), (2, 3), (4, 1)} |",0,0,6,6,0,0,9,9,0,0,False
"| width: 5, height: 5, live_cells: {(1, 1), (0, 3), (2, 0)} |",5,0,0,0,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (2, 2), (1, 0), (1, 3), (3, 0), (3, 3), (2, 4), (1, 2), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,12,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 1), (2, 0), (1, 4), (3, 3), (1, 0), (4, 1)} |",0,5,6,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (0, 1), (2, 4), (1, 2), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,17,9,0,0,False
"| width: 5, height: 5, live_cells: {(0, 3), (2, 0), (3, 3), (2, 2)} |",0,0,7,7,0,0,15,15,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (0, 0), (3, 1), (1, 1), (0, 2)} |",9,0,7,7,0,0,13,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 3), (4, 2), (3, 3), (0, 1), (1, 2), (0, 4), (2, 1), (3, 2), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,17,9,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4)} |",0,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (4, 0), (3, 4), (4, 3), (4, 2), (3, 0), (0, 2), (3, 3), (1, 0), (3, 2), (1, 3)} |",0,0,8,4,0,0,15,16,6,6,True
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (1, 2), (4, 0), (3, 4), (2, 1), (3, 1), (2, 0), (1, 4), (3, 0), (2, 3), (0, 2), (3, 3), (1, 0), (3, 2), (1, 3)} |",5,0,4,7,0,0,14,16,0,0,False
"| width: 5, height: 5, live_cells: {(1, 2), (4, 3), (3, 1), (0, 3), (2, 0), (1, 4), (4, 2), (0, 2), (1, 0), (4, 1)} |",4,0,5,6,0,0,12,12,11,11,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (1, 2), (3, 4), (4, 3), (0, 3), (2, 3), (2, 2)} |",0,0,6,6,0,0,12,16,9,9,True
"| width: 5, height: 5, live_cells: {(2, 1), (4, 3), (0, 0), (3, 1), (2, 0), (2, 3), (2, 2), (1, 0)} |",0,5,10,7,0,0,16,16,5,5,True
"| width: 5, height: 5, live_cells: {(3, 1), (1, 4), (2, 2), (1, 0), (3, 2)} |",0,10,9,6,0,0,14,14,6,6,True
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (1, 2), (3, 4), (4, 1), (3, 1), (1, 1), (2, 0), (4, 2), (3, 0), (2, 3), (1, 0), (3, 2), (1, 3)} |",0,0,4,4,0,0,16,11,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (4, 0), (3, 4), (0, 0), (0, 2), (3, 3), (2, 2)} |",0,0,10,13,0,0,16,16,7,7,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (1, 3), (4, 0), (2, 4), (2, 1), (4, 3), (0, 0), (3, 1), (0, 3), (1, 4), (3, 0), (4, 2), (2, 3), (0, 2), (2, 2), (4, 1)} |",10,0,8,8,4,4,16,16,10,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (3, 4), (4, 3), (3, 1), (1, 1), (0, 3), (4, 2), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2), (4, 1)} |",0,0,7,7,4,4,17,17,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (1, 2), (0, 4), (3, 4), (2, 1), (0, 0), (3, 1), (1, 1), (2, 0), (1, 4), (3, 0), (0, 2), (3, 3), (2, 2), (3, 2), (1, 3)} |",0,0,7,7,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (4, 0), (3, 4), (0, 4), (0, 0), (3, 1), (4, 3), (2, 0), (4, 2), (0, 2), (1, 0), (3, 2), (1, 3)} |",0,0,7,7,4,4,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 4), (3, 1), (1, 1), (2, 0), (4, 2), (3, 0), (0, 2), (3, 3), (1, 0), (4, 1)} |",0,0,8,7,0,0,14,14,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (4, 1), (1, 1), (3, 0), (0, 2), (3, 3), (2, 2), (3, 2), (1, 3)} |",0,0,12,8,0,0,9,15,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (0, 4), (2, 1), (3, 4), (0, 0), (3, 1), (1, 1), (0, 3), (2, 2), (1, 0), (3, 2)} |",6,0,9,4,0,0,17,17,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (2, 1), (4, 3), (2, 0), (3, 0), (0, 2), (1, 0), (1, 3)} |",11,0,3,6,0,0,16,16,4,4,True
"| width: 5, height: 5, live_cells: {(4, 0), (4, 3), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (3, 2), (4, 1), (4, 4), (0, 0), (0, 3), (2, 0), (2, 3)} |",9,0,6,6,0,0,8,14,0,0,False
"| width: 5, height: 5, live_cells: {(1, 2), (3, 4), (1, 1), (0, 3), (2, 0), (3, 0), (3, 3)} |",0,0,8,7,0,0,12,8,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (0, 4), (2, 1), (3, 1), (1, 1), (0, 3), (3, 0), (2, 3), (0, 2), (1, 3)} |",0,2,9,8,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(3, 1), (1, 1), (0, 3), (2, 0), (1, 4), (3, 0), (4, 2), (2, 2), (1, 0), (1, 3)} |",0,0,6,8,4,4,18,17,4,4,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (1, 2), (2, 1), (3, 2), (4, 4), (0, 0), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,8,8,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (0, 4), (2, 1), (4, 3), (3, 1), (0, 3), (1, 4), (4, 2), (2, 3), (3, 3), (2, 2), (1, 0)} |",7,0,7,6,0,0,17,17,0,0,False
"| width: 5, height: 5, live_cells: {(1, 0), (2, 4), (1, 2), (3, 2)} |",0,0,6,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (1, 2), (0, 4), (4, 0), (2, 1), (0, 0), (3, 1), (0, 3), (2, 0), (1, 4), (3, 0), (3, 3), (3, 2), (1, 3)} |",0,0,6,6,0,0,15,16,4,4,True
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (0, 4), (1, 1), (0, 3), (1, 4), (3, 0), (3, 3), (2, 2), (1, 0), (1, 3)} |",0,0,7,7,0,0,10,16,6,6,True
"| width: 5, height: 5, live_cells: {(1, 1), (1, 2), (2, 2)} |",6,0,6,6,0,0,4,4,4,4,True
"| width: 5, height: 5, live_cells: {(3, 4), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (2, 3)} |",0,0,0,0,0,0,17,9,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (4, 0), (1, 2), (0, 0), (3, 1), (0, 3), (2, 3), (0, 2), (1, 0), (3, 2), (4, 1)} |",0,0,6,6,0,0,13,14,4,4,True
"| width: 5, height: 5, live_cells: {(0, 3), (4, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (4, 3), (3, 1), (2, 0)} |",0,0,7,7,0,0,4,4,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (0, 1), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,12,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (0, 1), (2, 4), (0, 4), (3, 2), (4, 1), (0, 0), (1, 1), (0, 3), (1, 4), (2, 3)} |",4,0,7,7,0,0,8,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 1), (3, 1), (1, 1), (2, 0), (4, 2), (1, 3)} |",0,0,6,10,0,0,17,17,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (4, 0), (0, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (0, 4), (3, 1), (1, 1), (2, 0), (4, 2), (3, 0), (0, 2), (3, 3), (2, 2), (3, 2), (1, 3)} |",0,0,8,8,0,0,12,17,12,12,True
"| width: 5, height: 5, live_cells: {(2, 4), (4, 0), (2, 1), (4, 1), (3, 1), (1, 1), (1, 4), (2, 3), (0, 2), (2, 2), (3, 2), (1, 3)} |",0,0,8,8,0,0,16,16,0,0,False
"| width: 5, height: 5, live_cells: {(1, 3), (4, 0), (0, 4), (2, 1), (3, 4), (0, 0), (3, 1), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2), (4, 1)} |",4,9,6,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (1, 2), (0, 4), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (2, 3)} |",0,0,0,0,0,0,12,11,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 4), (0, 0), (1, 1), (2, 0), (3, 2), (1, 3)} |",5,0,6,6,0,0,17,14,6,6,True
"| width: 5, height: 5, live_cells: {(0, 1), (0, 4), (2, 1), (1, 1), (1, 4), (0, 2), (3, 3)} |",0,0,0,0,0,0,13,14,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (0, 0), (2, 2), (1, 0), (3, 2), (1, 3)} |",0,0,6,6,0,0,12,12,4,4,True
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (2, 4), (4, 0), (0, 4), (3, 4), (2, 1), (4, 3), (3, 1), (0, 1), (0, 3), (1, 4), (3, 0), (0, 2), (3, 3), (3, 2), (4, 1)} |",0,0,5,0,4,4,12,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (2, 4), (1, 2), (0, 4), (3, 4), (0, 1), (4, 3), (0, 0), (0, 3), (2, 0), (4, 2), (1, 4), (0, 2), (3, 3), (2, 2), (3, 2), (4, 1)} |",5,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(1, 3), (1, 2), (4, 0), (3, 4), (0, 0), (3, 1), (4, 3), (1, 1), (2, 0), (1, 4), (3, 0), (0, 2), (1, 0), (3, 2), (4, 1)} |",5,0,5,8,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (3, 0), (3, 3), (2, 4), (0, 4), (2, 1), (3, 2), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,6,6,0,0,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(1, 0), (0, 2), (4, 0), (3, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 3), (2, 4), (1, 2), (4, 3), (0, 3), (4, 2), (3, 0), (2, 3), (1, 0), (3, 2), (4, 1)} |",14,0,6,6,0,0,11,10,4,4,True
"| width: 5, height: 5, live_cells: {(0, 0), (0, 3), (2, 0), (4, 2), (0, 2), (2, 2), (1, 0), (4, 1)} |",0,5,7,8,0,0,17,17,6,6,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (1, 1), (0, 3), (2, 3)} |",0,0,0,0,0,0,11,15,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 3), (0, 3), (2, 0), (4, 2), (1, 4), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)} |",0,0,11,7,8,8,14,14,4,4,True
"| width: 5, height: 5, live_cells: {(4, 1), (0, 3), (2, 2), (1, 0), (1, 3)} |",0,0,6,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (3, 2), (4, 1), (4, 4), (0, 0), (2, 0), (1, 4)} |",0,0,0,0,0,0,15,15,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (4, 0), (1, 2), (3, 4), (0, 0), (4, 3), (3, 1), (1, 1), (0, 3), (4, 1), (4, 2), (3, 0), (2, 3), (0, 2), (2, 2), (1, 3)} |",6,0,7,7,4,4,16,15,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (0, 4), (4, 3), (3, 1), (1, 1), (0, 3), (1, 4), (2, 3), (3, 3), (1, 0), (1, 3)} |",7,0,6,6,0,0,13,14,4,4,True
"| width: 5, height: 5, live_cells: {(0, 4), (3, 4), (2, 1), (4, 1), (3, 1), (0, 0), (4, 3), (0, 2), (2, 2), (1, 3)} |",11,0,8,8,0,0,16,16,11,10,True
"| width: 5, height: 5, live_cells: {(2, 4), (4, 0), (1, 2), (2, 1), (2, 0), (3, 0), (2, 2)} |",0,0,5,6,0,0,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 4), (3, 4), (2, 0), (2, 3)} |",11,0,7,7,0,0,12,14,0,0,False
"| width: 5, height: 5, live_cells: {(3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (2, 3)} |",0,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (2, 1), (4, 3), (3, 1), (0, 0), (0, 3), (2, 0), (4, 2), (3, 0), (2, 3), (2, 2), (1, 3)} |",0,0,11,7,0,0,17,17,3,3,True
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (0, 4), (3, 4), (4, 3), (0, 3), (4, 2), (3, 0), (1, 4), (3, 3), (2, 2), (4, 1)} |",5,0,7,7,4,4,9,11,4,4,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (0, 4), (3, 4), (1, 2), (0, 0), (3, 1), (4, 3), (1, 1), (0, 3), (2, 0), (4, 2), (1, 4), (0, 2), (2, 2), (3, 2), (4, 1)} |",0,0,8,8,0,0,15,15,0,0,False
"| width: 5, height: 5, live_cells: {(4, 3), (1, 1), (3, 0), (2, 3), (0, 2), (3, 3), (2, 2)} |",0,0,12,8,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 2), (0, 4), (4, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (4, 3), (1, 4), (3, 0), (0, 2), (3, 3)} |",0,0,8,8,0,0,15,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 3), (4, 0), (0, 4), (3, 4), (1, 2), (4, 3), (3, 1), (0, 0), (1, 1), (2, 0), (1, 4), (3, 0), (2, 3), (3, 3), (1, 0), (3, 2), (4, 1)} |",0,0,6,6,0,0,16,16,4,4,True
"| width: 5, height: 5, live_cells: {(1, 2), (3, 4), (2, 1), (2, 3), (3, 3), (1, 0), (4, 1)} |",0,0,6,6,0,0,12,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (1, 2), (2, 1), (4, 3), (3, 1), (4, 1), (2, 0), (4, 2), (3, 0), (1, 4), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2), (1, 3)} |",6,0,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 3), (3, 4), (4, 3), (0, 0), (3, 1), (1, 1), (0, 3), (2, 0), (1, 4), (0, 2), (2, 2), (4, 1)} |",4,0,6,6,0,0,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (3, 4), (3, 1), (4, 2), (1, 0)} |",5,0,6,6,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (0, 4), (3, 4), (2, 1), (4, 3), (3, 1), (0, 0), (1, 1), (4, 2), (3, 0), (1, 4), (0, 2), (2, 2), (4, 1)} |",0,4,8,8,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 4), (3, 1), (1, 4), (2, 3), (0, 2), (3, 3)} |",7,7,7,7,0,0,13,14,12,12,True
"| width: 5, height: 5, live_cells: {(2, 4), (4, 0), (1, 2), (3, 4), (2, 1), (4, 1), (3, 0), (0, 2), (3, 3), (1, 3)} |",0,0,6,6,0,0,13,10,0,0,False
"| width: 5, height: 5, live_cells: {(1, 2), (4, 0), (2, 1), (0, 0), (4, 3), (2, 0), (1, 4), (3, 0), (2, 3), (4, 2), (3, 3), (2, 2), (3, 2), (4, 1)} |",0,0,6,6,0,0,16,14,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (3, 4), (4, 1), (0, 3), (4, 2), (1, 4), (0, 2), (3, 3), (1, 0), (1, 3)} |",0,0,6,7,0,0,15,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (0, 2), (3, 0), (2, 2)} |",0,13,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(1, 1), (0, 4), (3, 4)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (1, 2), (2, 1), (3, 4), (0, 0), (3, 1), (1, 1), (0, 3), (1, 4), (3, 0), (0, 2), (3, 3), (1, 0), (3, 2)} |",8,0,8,8,4,4,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 1), (3, 4), (0, 0)} |",13,0,4,4,0,0,4,4,4,4,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (3, 1), (0, 2), (2, 2), (1, 0), (4, 2), (3, 0), (3, 3), (2, 4), (1, 2), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (1, 4), (2, 3)} |",5,0,0,0,0,0,12,11,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (4, 0), (0, 4), (2, 1), (1, 2), (4, 3), (3, 1), (1, 1), (0, 3), (2, 0), (3, 0), (2, 3), (0, 2), (3, 3), (1, 3)} |",8,0,8,8,0,0,17,17,6,6,True
"| width: 5, height: 5, live_cells: {(2, 3), (0, 0)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (2, 3)} |",0,0,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(3, 4), (0, 0), (3, 1), (4, 3), (2, 0), (1, 4), (3, 0), (2, 2), (3, 2)} |",0,0,7,7,0,0,10,9,6,6,True
"| width: 5, height: 5, live_cells: {(4, 4), (3, 4), (2, 2)} |",0,0,8,8,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (0, 4), (3, 4), (3, 1), (1, 1), (2, 0), (3, 0), (2, 3), (2, 2), (3, 2)} |",0,0,10,10,0,0,14,14,10,10,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (4, 1), (4, 4), (1, 1), (0, 3), (1, 4)} |",0,0,6,6,0,0,15,16,0,0,False
"| width: 5, height: 5, live_cells: {(0, 4), (3, 4), (4, 3), (3, 1), (2, 0), (4, 2), (1, 4), (2, 3), (3, 0), (1, 0), (4, 1)} |",8,0,7,7,4,4,14,14,6,6,True
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (1, 2), (4, 0), (0, 4), (4, 3), (3, 1), (0, 0), (1, 1), (0, 3), (1, 4), (3, 0), (4, 2), (0, 2), (3, 3), (2, 2), (1, 0)} |",0,0,6,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 4), (3, 1), (1, 1), (4, 2), (3, 0), (2, 3), (0, 2), (4, 1)} |",7,0,9,10,0,0,14,14,13,13,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (2, 1), (1, 1), (1, 4), (0, 2), (1, 3)} |",0,0,7,5,0,0,13,14,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (2, 1), (4, 1), (0, 0), (0, 3), (1, 4), (3, 0), (4, 2), (0, 2), (2, 2), (3, 2), (1, 3)} |",9,0,11,0,0,0,14,14,5,5,True
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (4, 0), (0, 4), (3, 4), (4, 1), (3, 1), (0, 0), (1, 1), (2, 0), (4, 2), (3, 0), (2, 3), (1, 4), (2, 2), (1, 0), (3, 2), (1, 3)} |",0,0,4,4,4,4,16,11,4,4,True
"| width: 5, height: 5, live_cells: {(4, 0), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 3), (2, 0), (2, 3)} |",0,0,6,6,0,0,13,12,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (0, 0), (4, 3), (1, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0), (3, 2), (4, 1)} |",5,0,8,8,0,0,17,17,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (0, 4), (3, 4), (4, 3), (3, 1), (0, 0), (1, 1), (0, 3), (2, 0), (4, 2), (3, 0), (2, 3), (0, 2), (3, 3), (1, 0), (1, 3)} |",0,0,0,0,0,0,11,16,0,0,False
