life_at_0_0,life_at_0_1,life_at_0_2,life_at_0_3,life_at_0_4,life_at_1_0,life_at_1_1,life_at_1_2,life_at_1_3,life_at_1_4,life_at_2_0,life_at_2_1,life_at_2_2,life_at_2_3,life_at_2_4,life_at_3_0,life_at_3_1,life_at_3_2,life_at_3_3,life_at_3_4,life_at_4_0,life_at_4_1,life_at_4_2,life_at_4_3,life_at_4_4,num_alive,ideal_neighbors_heuristic,max_neighbors_heuristic,min_neighbors_heuristic,life_span_class
False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,10,16,55,0.01818181818181818,1
True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,17,12,92,0.010869565217391304,1
True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,18,9,102,0.00980392156862745,0
False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,8,14,39,0.02564102564102564,0
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3,6,21,0.047619047619047616,0
False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,10,14,52,0.019230769230769232,2
False,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,18,7,107,0.009345794392523364,0
False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,6,10,36,0.027777777777777776,0
False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,7,11,40,0.025,0
False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,True,11,12,63,0.015873015873015872,0
True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,21,6,124,0.008064516129032258,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0,13,0.07692307692307693,0
False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,20,6,122,0.00819672131147541,0
False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,7,12,45,0.022222222222222223,2
True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,9,16,47,0.02127659574468085,1
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,4,19,0.05263157894736842,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,4,4,21,0.047619047619047616,0
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,18,10,105,0.009523809523809525,0
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,20,6,116,0.008620689655172414,0
False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,4,20,0.05,0
True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,True,12,12,63,0.015873015873015872,0
False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,13,13,82,0.012195121951219513,0
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2,2,13,0.07692307692307693,0
False,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,13,11,78,0.01282051282051282,2
True,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,10,16,57,0.017543859649122806,0
False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,9,16,53,0.018867924528301886,0
True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,7,8,38,0.02631578947368421,2
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,10,13,58,0.017241379310344827,1
False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,9,14,47,0.02127659574468085,0
False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,5,5,31,0.03225806451612903,0
True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,20,6,119,0.008403361344537815,0
True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,10,15,53,0.018867924528301886,2
True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,7,13,45,0.022222222222222223,1
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,False,False,14,9,87,0.011494252873563218,0
True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,20,5,113,0.008849557522123894,0
False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7,11,39,0.02564102564102564,0
True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,21,6,118,0.00847457627118644,0
True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,8,12,37,0.02702702702702703,0
False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,True,False,False,12,10,70,0.014285714285714285,0
False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,16,9,92,0.010869565217391304,0
True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,15,13,84,0.011904761904761904,0
True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,13,9,79,0.012658227848101266,0
True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,21,5,124,0.008064516129032258,0
False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,5,10,34,0.029411764705882353,0
False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,8,26,0.038461538461538464,2
False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,14,11,79,0.012658227848101266,0
True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,9,11,41,0.024390243902439025,0
True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,15,12,83,0.012048192771084338,2
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,4,16,0.0625,0
False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,14,10,86,0.011627906976744186,0
True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,19,8,105,0.009523809523809525,0
False,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,16,10,97,0.010309278350515464,0
True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,18,9,100,0.01,0
True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,True,False,True,12,12,72,0.013888888888888888,1
False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,11,13,63,0.015873015873015872,0
True,True,False,True,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,13,16,71,0.014084507042253521,2
False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,6,9,37,0.02702702702702703,0
True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,9,10,49,0.02040816326530612,1
False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,16,9,99,0.010101010101010102,0
False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,16,8,92,0.010869565217391304,2
True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,19,6,110,0.00909090909090909,0
True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,13,16,68,0.014705882352941176,0
False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,11,13,68,0.014705882352941176,1
True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,14,16,79,0.012658227848101266,0
True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,16,13,95,0.010526315789473684,2
True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,False,13,11,73,0.0136986301369863,0
False,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,13,13,73,0.0136986301369863,2
True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,11,14,58,0.017241379310344827,1
False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,1,13,0.07692307692307693,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,5,4,19,0.05263157894736842,0
True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,9,12,50,0.02,0
False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,20,9,112,0.008928571428571428,2
True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,20,8,110,0.00909090909090909,0
True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,15,12,81,0.012345679012345678,0
True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,4,134,0.007462686567164179,0
True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,16,10,88,0.011363636363636364,0
False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,15,11,92,0.010869565217391304,2
True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,20,7,115,0.008695652173913044,0
False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,8,12,52,0.019230769230769232,1
True,True,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,19,7,108,0.009259259259259259,0
True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,15,12,84,0.011904761904761904,2
False,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,11,13,70,0.014285714285714285,2
True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,17,9,100,0.01,0
True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,22,5,126,0.007936507936507936,0
False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,7,13,41,0.024390243902439025,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,3,4,18,0.05555555555555555,0
True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,True,13,14,63,0.015873015873015872,0
False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,8,9,47,0.02127659574468085,0
True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,17,11,95,0.010526315789473684,2
True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,10,12,56,0.017857142857142856,2
False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,7,14,44,0.022727272727272728,0
True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,9,10,52,0.019230769230769232,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,0,11,0.09090909090909091,0
False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,10,12,61,0.01639344262295082,2
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,2,15,0.06666666666666667,0
True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,False,True,18,9,99,0.010101010101010102,0
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,4,5,24,0.041666666666666664,2
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3,5,19,0.05263157894736842,0
True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,5,5,27,0.037037037037037035,0
True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,13,10,74,0.013513513513513514,1
False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,True,16,10,94,0.010638297872340425,0
False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,15,12,81,0.012345679012345678,1
True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,19,8,105,0.009523809523809525,0
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,17,7,97,0.010309278350515464,0
True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,16,8,90,0.011111111111111112,2
False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,20,7,120,0.008333333333333333,0
True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,20,6,107,0.009345794392523364,0
False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,18,9,105,0.009523809523809525,2
False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,9,17,52,0.019230769230769232,0
True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,17,12,96,0.010416666666666666,0
False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,14,16,78,0.01282051282051282,0
False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,8,15,45,0.022222222222222223,2
True,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,14,13,81,0.012345679012345678,2
False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,7,15,47,0.02127659574468085,1
True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,16,11,89,0.011235955056179775,2
False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,7,13,44,0.022727272727272728,1
True,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,13,11,71,0.014084507042253521,0
True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,12,14,68,0.014705882352941176,0
False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,20,6,125,0.008,0
True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,23,4,131,0.007633587786259542,0
True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,12,13,66,0.015151515151515152,0
False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,11,12,74,0.013513513513513514,2
True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,17,8,95,0.010526315789473684,2
True,False,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,15,9,85,0.011764705882352941,0
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,12,16,59,0.01694915254237288,2
True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,14,11,79,0.012658227848101266,2
False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6,12,36,0.027777777777777776,1
False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,14,10,88,0.011363636363636364,2
True,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,False,False,14,11,79,0.012658227848101266,2
True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,13,10,71,0.014084507042253521,2
True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,9,35,0.02857142857142857,0
False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,20,8,117,0.008547008547008548,0
False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,19,11,109,0.009174311926605505,0
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,23,4,136,0.007352941176470588,0
False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,13,16,71,0.014084507042253521,0
False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,14,9,83,0.012048192771084338,0
True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,7,123,0.008130081300813009,0
False,True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True,13,11,75,0.013333333333333334,1
False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,5,11,34,0.029411764705882353,0
False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,10,11,60,0.016666666666666666,2
False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,8,12,59,0.01694915254237288,1
False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,18,9,107,0.009345794392523364,0
False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,12,15,75,0.013333333333333334,2
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,9,11,56,0.017857142857142856,2
True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,16,12,89,0.011235955056179775,2
True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,10,15,58,0.017241379310344827,2
False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,7,8,34,0.029411764705882353,0
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4,4,20,0.05,0
True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,20,7,115,0.008695652173913044,0
False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,18,7,108,0.009259259259259259,0
False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,16,10,96,0.010416666666666666,2
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,3,18,0.05555555555555555,0
True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,10,14,55,0.01818181818181818,2
True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,18,8,110,0.00909090909090909,2
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,18,10,99,0.010101010101010102,0
True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,21,6,118,0.00847457627118644,0
False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,8,17,49,0.02040816326530612,2
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,0,10,0.1,0
True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,16,10,90,0.011111111111111112,0
True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,19,10,102,0.00980392156862745,2
True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,8,16,48,0.020833333333333332,1
True,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,15,8,86,0.011627906976744186,0
False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,9,17,45,0.022222222222222223,0
False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,6,9,29,0.034482758620689655,0
False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,18,8,110,0.00909090909090909,0
False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,15,12,89,0.011235955056179775,2
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,4,4,16,0.0625,0
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,2,15,0.06666666666666667,0
False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,17,7,108,0.009259259259259259,0
False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,6,12,37,0.02702702702702703,2
True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,20,7,113,0.008849557522123894,0
False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,14,9,86,0.011627906976744186,0
True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,21,4,118,0.00847457627118644,0
False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,9,10,55,0.01818181818181818,0
False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,10,10,62,0.016129032258064516,2
False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,9,29,0.034482758620689655,0
True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,9,15,56,0.017857142857142856,1
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,4,5,23,0.043478260869565216,0
True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,18,6,105,0.009523809523809525,0
False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,14,13,86,0.011627906976744186,0
True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6,8,32,0.03125,0
False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,4,28,0.03571428571428571,0
True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,11,18,68,0.014705882352941176,0
False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,18,9,107,0.009345794392523364,0
True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,9,13,45,0.022222222222222223,2
True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,17,9,89,0.011235955056179775,0
False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,6,24,0.041666666666666664,0
True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,12,47,0.02127659574468085,0
True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,20,5,115,0.008695652173913044,0
False,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,19,6,112,0.008928571428571428,0
False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,12,11,71,0.014084507042253521,0
True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,18,10,99,0.010101010101010102,0
False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,8,10,48,0.020833333333333332,2
False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,True,False,15,10,89,0.011235955056179775,2
True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,16,7,95,0.010526315789473684,0
False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5,8,26,0.038461538461538464,0
True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,16,7,89,0.011235955056179775,0
False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,7,11,33,0.030303030303030304,0
False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,15,9,87,0.011494252873563218,2
False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,8,14,50,0.02,0
False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,7,12,40,0.025,2
False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,6,10,32,0.03125,0
False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,5,9,32,0.03125,0
False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,18,8,106,0.009433962264150943,0
False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,9,10,49,0.02040816326530612,2
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,5,9,29,0.034482758620689655,0
