life_at_0_0,life_at_0_1,life_at_0_2,life_at_0_3,life_at_0_4,life_at_1_0,life_at_1_1,life_at_1_2,life_at_1_3,life_at_1_4,life_at_2_0,life_at_2_1,life_at_2_2,life_at_2_3,life_at_2_4,life_at_3_0,life_at_3_1,life_at_3_2,life_at_3_3,life_at_3_4,life_at_4_0,life_at_4_1,life_at_4_2,life_at_4_3,life_at_4_4,num_alive,ideal_neighbors_heuristic,max_neighbors_heuristic,min_neighbors_heuristic,life_span_class
True,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True,True,True,False,16,12,88,0.011363636363636364,0
False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,5,6,26,0.038461538461538464,0
True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,2,16,0.0625,0
True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,10,19,54,0.018518518518518517,2
True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,14,12,76,0.013157894736842105,1
False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False,16,10,105,0.009523809523809525,0
True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,19,7,112,0.008928571428571428,0
False,True,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,11,13,70,0.014285714285714285,2
True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,7,10,34,0.029411764705882353,2
True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,9,13,44,0.022727272727272728,0
True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,18,9,102,0.00980392156862745,0
True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,12,12,70,0.014285714285714285,2
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,4,16,0.0625,0
True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,21,7,123,0.008130081300813009,0
False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,10,11,54,0.018518518518518517,0
False,True,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,15,12,95,0.010526315789473684,2
True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,21,7,118,0.00847457627118644,0
True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,12,10,68,0.014705882352941176,1
True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,13,14,69,0.014492753623188406,0
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,21,7,123,0.008130081300813009,0
True,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,13,12,66,0.015151515151515152,2
True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,22,4,126,0.007936507936507936,0
False,False,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,10,16,61,0.01639344262295082,0
True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,20,7,115,0.008695652173913044,2
True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,False,True,False,12,12,60,0.016666666666666666,2
True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,16,12,89,0.011235955056179775,0
True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,20,4,119,0.008403361344537815,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,5,4,24,0.041666666666666664,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,5,21,0.047619047619047616,0
False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,6,11,39,0.02564102564102564,2
True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,19,7,99,0.010101010101010102,0
True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,12,12,74,0.013513513513513514,2
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3,2,13,0.07692307692307693,0
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,23,5,131,0.007633587786259542,0
False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,11,12,65,0.015384615384615385,0
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,4,21,0.047619047619047616,0
True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,21,4,126,0.007936507936507936,0
False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,10,14,53,0.018867924528301886,2
True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,8,13,50,0.02,2
False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,2,18,0.05555555555555555,0
False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,7,15,44,0.022727272727272728,2
True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,5,10,29,0.034482758620689655,2
True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,15,9,86,0.011627906976744186,0
False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5,6,31,0.03225806451612903,2
True,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,14,13,81,0.012345679012345678,2
True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,14,14,75,0.013333333333333334,2
True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,17,10,105,0.009523809523809525,0
True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6,11,34,0.029411764705882353,0
False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,13,14,71,0.014084507042253521,0
True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,18,10,105,0.009523809523809525,0
False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,20,6,120,0.008333333333333333,0
False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,15,9,86,0.011627906976744186,0
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,2,13,0.07692307692307693,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,5,6,26,0.038461538461538464,0
False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,11,17,57,0.017543859649122806,2
False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,9,12,45,0.022222222222222223,2
True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,15,14,92,0.010869565217391304,2
True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,21,7,123,0.008130081300813009,0
True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,True,14,16,81,0.012345679012345678,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,3,2,15,0.06666666666666667,0
False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,2,21,0.047619047619047616,0
True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,9,13,45,0.022222222222222223,1
False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,9,16,50,0.02,1
True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,19,9,110,0.00909090909090909,0
False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,12,16,68,0.014705882352941176,1
True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,10,13,50,0.02,1
False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,6,21,0.047619047619047616,0
True,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,17,6,97,0.010309278350515464,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,21,6,123,0.008130081300813009,0
False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,12,13,78,0.01282051282051282,1
True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,18,7,105,0.009523809523809525,0
True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,22,5,128,0.0078125,0
False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,5,8,28,0.03571428571428571,0
True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,True,12,10,69,0.014492753623188406,0
True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,17,10,94,0.010638297872340425,2
False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,12,12,71,0.014084507042253521,0
False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,False,11,13,64,0.015625,1
False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,4,24,0.041666666666666664,0
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,5,10,32,0.03125,0
False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,7,13,38,0.02631578947368421,0
True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,True,False,14,14,81,0.012345679012345678,1
True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,18,8,103,0.009708737864077669,2
True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,17,9,97,0.010309278350515464,0
False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,13,13,70,0.014285714285714285,1
True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,19,6,105,0.009523809523809525,0
False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,7,26,0.038461538461538464,0
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,4,9,29,0.034482758620689655,2
True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,19,8,113,0.008849557522123894,0
False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,10,15,57,0.017543859649122806,0
False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,14,13,75,0.013333333333333334,2
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,4,10,26,0.038461538461538464,2
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,6,22,0.045454545454545456,0
True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,11,15,60,0.016666666666666666,2
False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,8,9,39,0.02564102564102564,0
False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,11,16,62,0.016129032258064516,0
False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,9,10,53,0.018867924528301886,0
False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,12,12,74,0.013513513513513514,2
True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,6,7,31,0.03225806451612903,0
True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,19,8,110,0.00909090909090909,2
True,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,13,12,66,0.015151515151515152,2
False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,10,14,61,0.01639344262295082,0
True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,12,16,70,0.014285714285714285,2
False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,14,13,87,0.011494252873563218,2
False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,5,21,0.047619047619047616,0
True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,19,7,113,0.008849557522123894,2
False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,11,10,65,0.015384615384615385,0
False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,True,True,14,12,79,0.012658227848101266,0
False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,19,9,107,0.009345794392523364,0
True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,True,13,16,68,0.014705882352941176,0
True,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True,13,10,77,0.012987012987012988,0
False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,11,18,58,0.017241379310344827,0
True,False,False,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,15,13,85,0.011764705882352941,2
False,False,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,17,11,96,0.010416666666666666,2
True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,22,5,126,0.007936507936507936,0
False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,20,9,117,0.008547008547008548,0
False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6,13,40,0.025,0
True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,18,9,106,0.009433962264150943,0
False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,7,11,42,0.023809523809523808,2
True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,18,6,112,0.008928571428571428,0
True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,17,9,96,0.010416666666666666,0
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,7,11,42,0.023809523809523808,2
True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,10,19,50,0.02,1
False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,17,11,96,0.010416666666666666,0
True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,17,12,92,0.010869565217391304,0
True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,8,15,50,0.02,0
False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,13,12,78,0.01282051282051282,2
True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,19,7,118,0.00847457627118644,0
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,22,4,129,0.007751937984496124,0
False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,10,10,60,0.016666666666666666,2
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,22,5,129,0.007751937984496124,0
True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,9,17,52,0.019230769230769232,0
True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,True,14,15,76,0.013157894736842105,0
True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8,14,47,0.02127659574468085,2
False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,17,10,97,0.010309278350515464,2
False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,16,11,92,0.010869565217391304,0
True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,True,14,14,79,0.012658227848101266,1
True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,21,0.047619047619047616,0
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,5,6,24,0.041666666666666664,0
True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,20,7,115,0.008695652173913044,0
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,10,15,52,0.019230769230769232,1
False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,18,6,110,0.00909090909090909,0
False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,6,8,29,0.034482758620689655,0
False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,11,8,60,0.016666666666666666,2
True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,11,17,63,0.015873015873015872,2
False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,15,12,89,0.011235955056179775,2
True,False,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,19,8,105,0.009523809523809525,0
False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,15,8,92,0.010869565217391304,0
False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,19,7,118,0.00847457627118644,0
True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,10,16,58,0.017241379310344827,0
True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,11,13,62,0.016129032258064516,0
True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,22,5,123,0.008130081300813009,0
True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,18,8,100,0.01,0
False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,0,16,0.0625,0
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,5,7,26,0.038461538461538464,2
True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,5,7,27,0.037037037037037035,0
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,17,11,93,0.010752688172043012,0
False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,18,10,106,0.009433962264150943,1
False,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,14,11,79,0.012658227848101266,0
False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,19,9,112,0.008928571428571428,0
False,True,True,True,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,14,10,86,0.011627906976744186,0
False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7,12,39,0.02564102564102564,0
True,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,False,True,14,8,82,0.012195121951219513,0
False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,7,11,40,0.025,2
False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,11,13,68,0.014705882352941176,2
True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,18,9,97,0.010309278350515464,0
True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,18,8,100,0.01,0
True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,True,False,11,12,62,0.016129032258064516,2
True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,15,12,81,0.012345679012345678,2
True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,11,13,66,0.015151515151515152,2
True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,12,10,70,0.014285714285714285,0
True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,19,11,107,0.009345794392523364,2
False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,5,21,0.047619047619047616,0
False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,4,5,21,0.047619047619047616,0
True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,19,8,105,0.009523809523809525,0
False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6,11,37,0.02702702702702703,0
False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,13,11,77,0.012987012987012988,0
True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,19,7,105,0.009523809523809525,0
False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,10,11,55,0.01818181818181818,2
True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,5,5,24,0.041666666666666664,0
False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,8,9,36,0.027777777777777776,0
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,23,5,131,0.007633587786259542,0
False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,8,13,45,0.022222222222222223,2
False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,9,14,60,0.016666666666666666,1
True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,7,9,32,0.03125,0
True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,14,13,78,0.01282051282051282,0
True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,18,9,105,0.009523809523809525,0
False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,2,13,0.07692307692307693,0
False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,7,11,37,0.02702702702702703,0
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,6,12,39,0.02564102564102564,2
True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,21,6,123,0.008130081300813009,0
False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,17,10,101,0.009900990099009901,0
True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,14,13,82,0.012195121951219513,2
True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,15,10,92,0.010869565217391304,0
True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,7,15,43,0.023255813953488372,2
True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,4,131,0.007633587786259542,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,4,4,23,0.043478260869565216,0
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,3,21,0.047619047619047616,0
False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,10,11,54,0.018518518518518517,1
True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,19,8,115,0.008695652173913044,2
False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,5,7,29,0.034482758620689655,2
True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,15,11,85,0.011764705882352941,1
False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,18,9,107,0.009345794392523364,0
False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,13,13,86,0.011627906976744186,0
True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,21,6,128,0.0078125,0
True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,21,5,121,0.008264462809917356,0
False,False,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,False,True,True,True,15,12,89,0.011235955056179775,0
