life_at_0_0,life_at_0_1,life_at_0_2,life_at_0_3,life_at_0_4,life_at_1_0,life_at_1_1,life_at_1_2,life_at_1_3,life_at_1_4,life_at_2_0,life_at_2_1,life_at_2_2,life_at_2_3,life_at_2_4,life_at_3_0,life_at_3_1,life_at_3_2,life_at_3_3,life_at_3_4,life_at_4_0,life_at_4_1,life_at_4_2,life_at_4_3,life_at_4_4,num_alive,ideal_neighbors_heuristic,max_neighbors_heuristic,min_neighbors_heuristic,is_infinite
False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,13,15,73,0.0136986301369863,False
False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,5,6,25,0.04,False
True,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,13,14,79,0.012658227848101266,False
False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False,True,9,9,53,0.018867924528301886,True
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,20,9,118,0.00847457627118644,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,6,11,38,0.02631578947368421,True
False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,8,11,50,0.02,False
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,4,4,23,0.043478260869565216,False
True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,15,14,79,0.012658227848101266,False
False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,7,13,44,0.022727272727272728,False
True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,8,29,0.034482758620689655,False
True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,20,6,113,0.008849557522123894,False
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,2,18,0.05555555555555555,False
False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6,11,35,0.02857142857142857,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,4,3,18,0.05555555555555555,False
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3,4,21,0.047619047619047616,False
False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,6,21,0.047619047619047616,False
False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,False,13,9,76,0.013157894736842105,False
True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,False,17,8,97,0.010309278350515464,True
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,5,7,29,0.034482758620689655,False
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,20,6,112,0.008928571428571428,False
False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,9,14,58,0.017241379310344827,False
False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,10,18,63,0.015873015873015872,True
False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,17,9,104,0.009615384615384616,False
True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,21,7,125,0.008,True
False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,10,15,57,0.017543859649122806,True
True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,11,10,63,0.015873015873015872,False
False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,7,9,41,0.024390243902439025,False
False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,6,11,34,0.029411764705882353,False
False,False,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,14,11,83,0.012048192771084338,True
True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,True,True,18,10,102,0.00980392156862745,False
False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,7,13,39,0.02564102564102564,False
False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,4,21,0.047619047619047616,False
False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,5,9,31,0.03225806451612903,False
False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,8,12,53,0.018867924528301886,True
False,True,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,12,7,70,0.014285714285714285,False
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,13,0.07692307692307693,False
True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,14,8,78,0.01282051282051282,False
True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,18,10,100,0.01,True
False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,7,26,0.038461538461538464,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3,2,14,0.07142857142857142,False
True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,16,8,97,0.010309278350515464,False
False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,13,14,78,0.01282051282051282,False
True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,18,7,110,0.00909090909090909,False
False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,8,26,0.038461538461538464,True
False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,5,10,31,0.03225806451612903,False
False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,10,13,58,0.017241379310344827,False
False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,14,11,84,0.011904761904761904,False
True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,21,5,121,0.008264462809917356,False
False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,12,12,68,0.014705882352941176,False
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True,21,5,121,0.008264462809917356,False
True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,21,5,118,0.00847457627118644,False
True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,2,16,0.0625,False
True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,20,7,118,0.00847457627118644,False
True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,14,17,68,0.014705882352941176,True
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,22,5,133,0.007518796992481203,False
True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,20,6,116,0.008620689655172414,False
True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False,16,10,92,0.010869565217391304,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,22,6,126,0.007936507936507936,False
True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,20,6,116,0.008620689655172414,False
True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,11,12,65,0.015384615384615385,False
True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,5,5,23,0.043478260869565216,False
True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,20,8,107,0.009345794392523364,False
True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,19,7,108,0.009259259259259259,False
True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,13,14,73,0.0136986301369863,True
True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,16,11,97,0.010309278350515464,False
False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5,8,31,0.03225806451612903,False
True,False,False,True,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,12,13,76,0.013157894736842105,False
False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,4,136,0.007352941176470588,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,11,12,57,0.017543859649122806,False
True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,10,13,56,0.017857142857142856,False
False,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,18,8,107,0.009345794392523364,False
True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,7,128,0.0078125,False
True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,True,True,12,12,66,0.015151515151515152,True
True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,21,7,115,0.008695652173913044,False
False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,2,16,0.0625,False
True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,10,16,63,0.015873015873015872,False
True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,13,15,82,0.012195121951219513,False
False,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,17,9,96,0.010416666666666666,False
False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,8,13,46,0.021739130434782608,True
True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,4,16,0.0625,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,5,6,26,0.038461538461538464,False
False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,6,9,37,0.02702702702702703,True
True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,19,7,107,0.009345794392523364,True
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,4,6,26,0.038461538461538464,False
True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,12,13,67,0.014925373134328358,False
True,True,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,10,11,58,0.017241379310344827,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3,2,13,0.07692307692307693,False
False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,20,7,115,0.008695652173913044,True
True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,7,24,0.041666666666666664,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,12,16,65,0.015384615384615385,True
True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,10,20,51,0.0196078431372549,False
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,21,6,121,0.008264462809917356,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,7,11,42,0.023809523809523808,False
False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,7,15,47,0.02127659574468085,True
True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,19,7,112,0.008928571428571428,True
True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,6,9,35,0.02857142857142857,True
True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,12,8,66,0.015151515151515152,False
False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,19,8,107,0.009345794392523364,True
True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,17,9,105,0.009523809523809525,False
True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,19,4,108,0.009259259259259259,False
True,False,False,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,False,15,13,81,0.012345679012345678,False
False,False,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,16,10,97,0.010309278350515464,True
True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,14,15,80,0.0125,True
True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,16,11,91,0.01098901098901099,True
True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,18,6,100,0.01,False
False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,6,8,36,0.027777777777777776,False
False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,10,14,63,0.015873015873015872,True
True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,13,10,74,0.013513513513513514,False
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,5,21,0.047619047619047616,False
True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,8,12,45,0.022222222222222223,True
False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,11,7,68,0.014705882352941176,False
False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,4,5,26,0.038461538461538464,False
True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,21,4,118,0.00847457627118644,False
True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,11,18,63,0.015873015873015872,True
True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,16,8,97,0.010309278350515464,True
False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,12,16,67,0.014925373134328358,False
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,10,14,49,0.02040816326530612,False
True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,18,9,100,0.01,False
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,8,0.125,False
False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,6,23,0.043478260869565216,False
True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,11,9,63,0.015873015873015872,False
False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,6,11,37,0.02702702702702703,False
True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,9,15,51,0.0196078431372549,False
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,6,8,28,0.03571428571428571,False
False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,8,13,46,0.021739130434782608,False
True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,18,6,108,0.009259259259259259,False
False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,13,10,77,0.012987012987012988,False
False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,8,15,50,0.02,False
False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,9,15,63,0.015873015873015872,True
True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,21,5,121,0.008264462809917356,False
True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,6,10,30,0.03333333333333333,False
True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,17,9,102,0.00980392156862745,True
False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,8,16,50,0.02,True
False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,6,14,39,0.02564102564102564,False
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,18,0.05555555555555555,False
True,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,12,10,71,0.014084507042253521,False
True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,16,14,85,0.011764705882352941,True
True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,16,11,95,0.010526315789473684,False
False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,9,16,58,0.017241379310344827,False
True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,20,6,121,0.008264462809917356,False
False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,10,17,61,0.01639344262295082,False
False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,False,10,15,57,0.017543859649122806,True
False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,6,23,0.043478260869565216,False
True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,6,11,38,0.02631578947368421,False
True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,7,13,39,0.02564102564102564,True
True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,8,12,50,0.02,True
False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,11,15,60,0.016666666666666666,True
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,4,19,0.05263157894736842,False
True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,20,6,116,0.008620689655172414,False
True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,16,12,88,0.011363636363636364,False
False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,13,14,73,0.0136986301369863,True
True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,21,8,120,0.008333333333333333,False
True,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,16,9,97,0.010309278350515464,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,3,3,15,0.06666666666666667,False
True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,17,11,97,0.010309278350515464,True
False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,12,16,68,0.014705882352941176,False
True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,21,6,118,0.00847457627118644,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,9,9,44,0.022727272727272728,True
True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,12,11,70,0.014285714285714285,True
True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,True,True,True,17,9,92,0.010869565217391304,False
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,21,6,125,0.008,False
True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,12,13,63,0.015873015873015872,False
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,2,16,0.0625,False
False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,10,11,52,0.019230769230769232,False
False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True,12,13,68,0.014705882352941176,True
False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,14,6,83,0.012048192771084338,False
False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,11,13,70,0.014285714285714285,True
False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,8,8,41,0.024390243902439025,False
False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,22,4,130,0.007692307692307693,False
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,6,11,34,0.029411764705882353,True
False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,10,12,55,0.01818181818181818,False
True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,8,26,0.038461538461538464,False
False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,4,5,23,0.043478260869565216,False
True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,15,13,76,0.013157894736842105,False
True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,23,4,136,0.007352941176470588,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,8,12,43,0.023255813953488372,True
False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,17,9,107,0.009345794392523364,False
False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,4,21,0.047619047619047616,False
True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,21,4,121,0.008264462809917356,False
True,True,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,15,11,76,0.013157894736842105,True
True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,20,8,112,0.008928571428571428,True
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,21,7,118,0.00847457627118644,True
True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,18,9,100,0.01,False
True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,20,7,115,0.008695652173913044,False
False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,8,17,50,0.02,True
True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,15,12,79,0.012658227848101266,True
False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,5,9,29,0.034482758620689655,False
False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,8,11,49,0.02040816326530612,False
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,21,4,123,0.008130081300813009,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,3,3,19,0.05263157894736842,False
False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,6,8,34,0.029411764705882353,False
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,2,23,0.043478260869565216,False
False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,7,14,39,0.02564102564102564,False
False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,9,14,55,0.01818181818181818,False
True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,21,5,121,0.008264462809917356,False
True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,11,14,62,0.016129032258064516,False
False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,8,24,0.041666666666666664,True
True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,13,18,71,0.014084507042253521,False
False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,13,14,71,0.014084507042253521,True
True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,13,10,77,0.012987012987012988,False
False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,7,13,42,0.023809523809523808,True
True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,10,18,52,0.019230769230769232,False
True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,True,True,True,16,6,87,0.011494252873563218,False
False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,17,6,99,0.010101010101010102,False
False,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,13,10,84,0.011904761904761904,False
