life_at_0_0,life_at_0_1,life_at_0_2,life_at_0_3,life_at_0_4,life_at_1_0,life_at_1_1,life_at_1_2,life_at_1_3,life_at_1_4,life_at_2_0,life_at_2_1,life_at_2_2,life_at_2_3,life_at_2_4,life_at_3_0,life_at_3_1,life_at_3_2,life_at_3_3,life_at_3_4,life_at_4_0,life_at_4_1,life_at_4_2,life_at_4_3,life_at_4_4,num_alive,ideal_neighbors_heuristic,max_neighbors_heuristic,min_neighbors_heuristic,is_infinite
False,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,False,True,14,12,84,0.011904761904761904,False
True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True,16,14,88,0.011363636363636364,False
False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,10,12,60,0.016666666666666666,False
False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True,15,10,90,0.011111111111111112,False
True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,20,5,118,0.00847457627118644,False
True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,5,6,24,0.041666666666666664,True
False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,7,12,33,0.030303030303030304,False
False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,6,10,36,0.027777777777777776,False
True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,True,True,13,17,66,0.015151515151515152,True
True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,22,5,129,0.007751937984496124,False
True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,6,11,40,0.025,True
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3,3,19,0.05263157894736842,False
True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,13,13,76,0.013157894736842105,False
False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,17,10,96,0.010416666666666666,True
False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,9,13,52,0.019230769230769232,False
True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,11,16,62,0.016129032258064516,True
False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6,6,28,0.03571428571428571,False
False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,11,9,64,0.015625,True
False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,18,10,105,0.009523809523809525,False
True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,11,16,57,0.017543859649122806,True
False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,8,14,44,0.022727272727272728,True
False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,16,11,97,0.010309278350515464,False
False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,8,11,41,0.024390243902439025,False
True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,True,18,8,99,0.010101010101010102,False
False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,6,11,39,0.02564102564102564,True
False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,8,17,44,0.022727272727272728,False
True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,22,4,133,0.007518796992481203,False
True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,15,12,80,0.0125,True
True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,True,True,14,13,74,0.013513513513513514,False
True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,True,11,15,63,0.015873015873015872,False
True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,9,18,49,0.02040816326530612,True
False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,5,5,26,0.038461538461538464,False
True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,7,7,39,0.02564102564102564,False
True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,19,9,108,0.009259259259259259,True
True,True,True,False,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,12,9,68,0.014705882352941176,False
True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,20,7,112,0.008928571428571428,False
True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,20,6,118,0.00847457627118644,False
True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,17,10,94,0.010638297872340425,False
False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,5,8,34,0.029411764705882353,True
True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,15,10,90,0.011111111111111112,True
True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,12,16,63,0.015873015873015872,True
True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,21,5,118,0.00847457627118644,False
False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,14,12,83,0.012048192771084338,True
True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,True,False,14,8,87,0.011494252873563218,False
False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,14,11,76,0.013157894736842105,False
False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8,15,45,0.022222222222222223,False
True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,16,10,91,0.01098901098901099,True
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,13,0.07692307692307693,False
False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,8,15,43,0.023255813953488372,False
False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,13,17,78,0.01282051282051282,True
True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,21,5,122,0.00819672131147541,False
True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,10,13,55,0.01818181818181818,True
False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,11,16,62,0.016129032258064516,True
False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,13,15,78,0.01282051282051282,True
False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,5,7,32,0.03125,True
False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,17,10,96,0.010416666666666666,False
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,5,9,34,0.029411764705882353,True
False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,True,10,13,63,0.015873015873015872,True
False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6,14,36,0.027777777777777776,True
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,5,8,34,0.029411764705882353,True
True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,6,11,34,0.029411764705882353,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,4,6,21,0.047619047619047616,False
True,False,True,False,False,False,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,14,9,79,0.012658227848101266,True
True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,10,10,52,0.019230769230769232,False
False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,10,14,63,0.015873015873015872,True
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,10,17,53,0.018867924528301886,False
True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,18,7,102,0.00980392156862745,False
True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,22,4,129,0.007751937984496124,False
True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,11,14,61,0.01639344262295082,False
True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,18,10,102,0.00980392156862745,True
False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,8,13,50,0.02,False
True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,8,12,37,0.02702702702702703,False
True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,16,9,92,0.010869565217391304,True
False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,5,7,28,0.03571428571428571,True
False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,8,9,50,0.02,True
True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,21,6,123,0.008130081300813009,False
True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,9,14,56,0.017857142857142856,True
False,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8,9,42,0.023809523809523808,False
True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,20,5,118,0.00847457627118644,False
False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,6,10,34,0.029411764705882353,False
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,21,6,123,0.008130081300813009,False
False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,7,10,39,0.02564102564102564,True
True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,True,False,True,True,13,13,79,0.012658227848101266,False
False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,10,16,68,0.014705882352941176,True
False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,8,13,40,0.025,True
True,False,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,17,11,97,0.010309278350515464,True
False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,19,7,120,0.008333333333333333,False
False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,8,12,47,0.02127659574468085,False
True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,7,14,48,0.020833333333333332,False
True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,6,10,35,0.02857142857142857,True
True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,19,9,105,0.009523809523809525,True
True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,11,14,60,0.016666666666666666,True
False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,18,9,104,0.009615384615384616,False
True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,11,14,66,0.015151515151515152,False
False,True,True,False,True,False,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,15,11,84,0.011904761904761904,True
True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,19,5,111,0.009009009009009009,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,4,16,0.0625,False
True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,16,13,84,0.011904761904761904,True
True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,22,6,131,0.007633587786259542,False
True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,19,8,110,0.00909090909090909,False
True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4,9,27,0.037037037037037035,True
True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,20,5,118,0.00847457627118644,False
False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False,15,12,92,0.010869565217391304,True
True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,15,15,81,0.012345679012345678,False
True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,12,14,68,0.014705882352941176,True
False,False,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,14,9,79,0.012658227848101266,False
False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,9,16,54,0.018518518518518517,False
True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,8,10,53,0.018867924528301886,True
False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,17,9,102,0.00980392156862745,False
False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,7,9,31,0.03225806451612903,False
False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,6,8,34,0.029411764705882353,False
False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,24,0.041666666666666664,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,5,9,29,0.034482758620689655,False
True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,20,8,107,0.009345794392523364,False
True,False,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,16,12,92,0.010869565217391304,False
True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,9,12,47,0.02127659574468085,False
False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,1,15,0.06666666666666667,False
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3,5,18,0.05555555555555555,False
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,8,13,42,0.023809523809523808,True
True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,12,14,74,0.013513513513513514,False
True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,10,13,53,0.018867924528301886,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,5,7,24,0.041666666666666664,False
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,4,7,26,0.038461538461538464,False
True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,19,8,111,0.009009009009009009,False
False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True,16,6,91,0.01098901098901099,False
False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,20,6,120,0.008333333333333333,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,23,5,131,0.007633587786259542,False
True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,11,11,71,0.014084507042253521,True
False,True,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,14,13,83,0.012048192771084338,False
False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,17,11,98,0.01020408163265306,True
True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,16,14,88,0.011363636363636364,True
True,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,13,14,77,0.012987012987012988,False
False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,20,6,123,0.008130081300813009,False
False,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,14,13,83,0.012048192771084338,False
True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,7,14,45,0.022222222222222223,True
False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,13,12,73,0.0136986301369863,False
False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,9,17,47,0.02127659574468085,True
True,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,12,12,68,0.014705882352941176,True
False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,21,7,123,0.008130081300813009,True
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,22,5,125,0.008,False
False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,5,7,28,0.03571428571428571,False
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,8,22,0.045454545454545456,False
False,False,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,13,12,78,0.01282051282051282,False
False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,18,10,104,0.009615384615384616,False
False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,11,13,57,0.017543859649122806,True
True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,True,True,12,16,66,0.015151515151515152,False
True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,8,16,45,0.022222222222222223,True
False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,6,13,36,0.027777777777777776,True
True,True,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,13,11,79,0.012658227848101266,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,23,4,131,0.007633587786259542,False
False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,17,10,104,0.009615384615384616,False
False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,10,9,60,0.016666666666666666,True
True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,22,5,123,0.008130081300813009,False
True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,8,12,45,0.022222222222222223,True
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,17,7,97,0.010309278350515464,False
True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,20,6,118,0.00847457627118644,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0,13,0.07692307692307693,False
False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,5,10,34,0.029411764705882353,True
False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,4,23,0.043478260869565216,False
False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,9,13,52,0.019230769230769232,False
True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,18,8,102,0.00980392156862745,False
True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,9,12,42,0.023809523809523808,True
False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,6,18,0.05555555555555555,False
True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,12,22,57,0.017543859649122806,True
False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,8,15,44,0.022727272727272728,False
True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8,11,47,0.02127659574468085,True
True,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,19,7,105,0.009523809523809525,False
True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,18,9,97,0.010309278350515464,False
True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,20,7,117,0.008547008547008548,False
True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,20,5,118,0.00847457627118644,False
False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,13,14,72,0.013888888888888888,True
False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,12,16,73,0.0136986301369863,True
True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,14,12,85,0.011764705882352941,False
False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,7,10,39,0.02564102564102564,True
False,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,13,11,76,0.013157894736842105,True
False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,12,12,74,0.013513513513513514,False
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3,4,19,0.05263157894736842,False
True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,11,17,57,0.017543859649122806,True
False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,7,28,0.03571428571428571,True
True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,19,8,113,0.008849557522123894,True
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,0,10,0.1,False
True,False,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,20,5,113,0.008849557522123894,False
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,4,7,24,0.041666666666666664,False
False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,10,19,57,0.017543859649122806,False
True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,20,5,118,0.00847457627118644,False
True,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,18,8,102,0.00980392156862745,False
True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,12,16,60,0.016666666666666666,False
True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,14,10,86,0.011627906976744186,False
True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,19,9,104,0.009615384615384616,False
True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,12,15,71,0.014084507042253521,False
True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,True,14,11,84,0.011904761904761904,False
True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5,8,32,0.03125,False
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,4,4,19,0.05263157894736842,False
False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False,12,12,73,0.0136986301369863,False
True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,18,9,105,0.009523809523809525,True
False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,20,8,118,0.00847457627118644,False
True,False,False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,13,11,71,0.014084507042253521,False
True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,17,7,97,0.010309278350515464,False
True,False,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,11,15,71,0.014084507042253521,False
False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,16,11,86,0.011627906976744186,True
False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,10,14,60,0.016666666666666666,False
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,4,9,32,0.03125,True
True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,18,7,97,0.010309278350515464,False
False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,2,18,0.05555555555555555,False
True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,21,5,123,0.008130081300813009,False
False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,11,17,59,0.01694915254237288,False
